6886,6.5/10,14%,32/100,2 nominations
6887,6.9/10,35%,38/100,3 wins & 5 nominations
6888,5.5/10,35%,49/100,2 wins & 4 nominations
6889,6.8/10,37%,48/100,Nominated for 1 Oscar. 2 wins & 22 nominations total
6890,7.2/10,73%,70/100,8 wins & 13 nominations
6893,7.3/10,81%,70/100,1 nomination
6898,7.4/10,97%,86/100,10 wins & 17 nominations
6899,3.0/10,22%,,
6902,7.7/10,,,2 wins & 5 nominations
6909,6.7/10,64%,66/100,9 wins & 8 nominations
6911,7.3/10,100%,,Won 2 Oscars. 3 wins & 5 nominations total
6912,6.8/10,,,Nominated for 2 Oscars. 2 nominations total
6918,8.3/10,95%,,Nominated for 2 BAFTA Film 6 wins & 2 nominations total
6920,8.0/10,95%,91/100,
6927,6.3/10,42%,57/100,3 wins & 5 nominations
6932,7.1/10,92%,73/100,11 wins & 28 nominations
6934,6.8/10,35%,47/100,5 wins & 36 nominations
6935,8.3/10,98%,81/100,13 wins & 3 nominations
6936,7.0/10,85%,64/100,2 wins & 7 nominations
6938,6.9/10,36%,50/100,
6939,7.8/10,84%,60/100,7 wins & 5 nominations
6942,7.6/10,64%,55/100,Won 1 BAFTA Film Award10 wins & 29 nominations total
6944,6.5/10,70%,51/100,1 win & 5 nominations
6945,7.4/10,93%,81/100,Nominated for 1 Oscar. 7 wins & 6 nominations total
6946,5.7/10,57%,64/100,10 nominations
6947,7.4/10,85%,81/100,Won 2 Oscars. 23 wins & 90 nominations total
6948,7.9/10,78%,66/100,Nominated for 1 Oscar. 7 nominations total
6949,6.1/10,67%,,1 nomination
6950,6.5/10,58%,55/100,2 wins & 8 nominations
6951,4.0/10,9%,19/100,7 wins & 22 nominations
6952,5.8/10,15%,38/100,3 wins & 7 nominations
6953,7.6/10,81%,70/100,Nominated for 2 Oscars. 30 wins & 79 nominations total
6954,7.5/10,81%,70/100,Won 1 Oscar. 50 wins & 38 nominations total
6957,7.0/10,78%,70/100,1 win & 12 nominations
6958,5.1/10,13%,34/100,1 win & 4 nominations
6959,5.7/10,13%,28/100,
6961,6.8/10,78%,71/100,Nominated for 1 Oscar. 6 wins & 5 nominations total
6962,7.3/10,88%,75/100,5 wins & 3 nominations
6963,7.0/10,56%,,2 wins & 4 nominations
6965,6.8/10,75%,48/100,Won 1 Primetime Emmy. 1 win & 5 nominations total
6966,6.4/10,83%,65/100,3 wins & 8 nominations
6967,7.6/10,93%,,1 win & 2 nominations
6969,6.8/10,67%,,9 wins & 4 nominations
6970,7.2/10,100%,,
6971,7.6/10,80%,69/100,18 wins & 9 nominations
6973,5.9/10,54%,40/100,1 win & 4 nominations
6974,6.4/10,94%,78/100,1 win & 2 nominations
6975,7.6/10,69%,69/100,6 wins & 10 nominations
6978,7.0/10,81%,69/100,1 win & 3 nominations
6979,7.1/10,93%,77/100,Nominated for 3 Oscars. 4 wins & 14 nominations total
6981,8.3/10,100%,,7 wins & 2 nominations
6982,8.1/10,100%,,Won 1 Oscar. 8 wins & 1 nomination total
6983,7.5/10,100%,,
6984,7.8/10,93%,87/100,Nominated for 2 Oscars. 2 nominations total
6985,8.1/10,98%,,5 wins & 2 nominations
6986,7.8/10,96%,,1 nomination
6987,8.1/10,99%,,1 win & 1 nomination
6989,6.7/10,78%,60/100,Nominated for 1 BAFTA Film Award1 win & 2 nominations total
6990,6.9/10,74%,68/100,2 nominations
6992,6.2/10,56%,46/100,2 nominations
6993,7.9/10,91%,90/100,Won 3 Oscars. 27 wins & 26 nominations total
6994,6.4/10,77%,,1 nomination
6996,4.2/10,0%,31/100,
6997,6.6/10,52%,50/100,Nominated for 2 Oscars. 2 wins & 6 nominations total
6998,6.3/10,56%,,2 nominations
6999,6.1/10,38%,52/100,
7000,5.8/10,33%,17/100,3 wins & 5 nominations
7001,7.4/10,92%,75/100,3 wins & 10 nominations
7004,6.2/10,51%,61/100,4 wins & 1 nomination
7005,5.4/10,25%,,
7007,7.0/10,46%,52/100,2 nominations
7008,7.0/10,85%,77/100,Nominated for 2 Oscars. 7 wins & 12 nominations total
7009,7.3/10,92%,80/100,Nominated for 2 Oscars. 8 nominations total
7010,6.9/10,29%,59/100,Nominated for 1 Oscar. 3 wins & 7 nominations total
7012,6.4/10,38%,34/100,
7013,8.0/10,95%,99/100,2 wins
7015,6.4/10,64%,47/100,
7016,5.8/10,32%,40/100,4 wins & 2 nominations
7017,5.9/10,24%,50/100,
7018,6.9/10,87%,72/100,1 win & 2 nominations
7019,6.1/10,75%,61/100,1 nomination
7020,7.2/10,94%,,13 wins & 4 nominations
7022,7.6/10,88%,81/100,7 wins & 9 nominations
7023,7.6/10,97%,,Nominated for 1 Oscar. 12 wins & 11 nominations total
7024,5.8/10,69%,,2 wins & 1 nomination
7025,7.2/10,88%,,1 nomination
7026,6.6/10,56%,27/100,1 nomination
7027,7.2/10,76%,64/100,Nominated for 2 Oscars. 1 win & 4 nominations total
7028,6.8/10,83%,56/100,
7030,7.0/10,35%,,1 win & 2 nominations
7031,5.5/10,22%,,
7032,6.2/10,33%,35/100,
7033,6.5/10,51%,36/100,1 win & 1 nomination
7034,7.5/10,90%,73/100,19 wins & 8 nominations
7036,6.1/10,42%,25/100,
7037,7.1/10,53%,51/100,11 wins & 9 nominations
7038,6.5/10,75%,76/100,Nominated for 1 Primetime Emmy. 2 wins & 1 nomination total
7040,7.3/10,85%,81/100,3 wins
7041,5.9/10,5%,,
7044,7.2/10,67%,52/100,Nominated for 1 Oscar. 5 wins & 12 nominations total
7045,6.9/10,93%,78/100,Nominated for 1 BAFTA Film Award3 wins & 8 nominations total
7046,6.6/10,77%,67/100,Nominated for 2 Oscars. 5 wins & 13 nominations total
7047,6.9/10,56%,58/100,1 win & 10 nominations
7048,6.7/10,28%,,1 win
7049,6.7/10,83%,72/100,Nominated for 1 Oscar. 2 nominations total
7050,7.2/10,83%,,2 nominations
7051,6.1/10,29%,,Nominated for 1 Oscar. 4 nominations total
7052,6.2/10,,,1 win & 1 nomination
7053,7.1/10,86%,66/100,Nominated for 1 Oscar. 2 nominations total
7054,7.3/10,75%,61/100,Won 1 Oscar. 1 win & 1 nomination total
7055,7.5/10,97%,91/100,Won 1 Oscar. 2 wins & 3 nominations total
7056,7.6/10,100%,,Nominated for 1 Oscar. 1 win & 1 nomination total
7057,6.9/10,91%,,Won 2 Oscars. 4 nominations total
7058,7.2/10,92%,73/100,Nominated for 4 Oscars. 2 wins & 4 nominations total
7059,7.3/10,100%,,Won 2 Oscars. 3 wins & 4 nominations total
7060,7.4/10,52%,64/100,Nominated for 1 Oscar. 3 wins & 13 nominations total
7061,7.5/10,88%,,Nominated for 3 Oscars. 3 wins & 6 nominations total
7062,7.8/10,91%,76/100,Nominated for 4 Oscars. 4 wins & 13 nominations total
7063,7.9/10,96%,,5 wins & 4 nominations
7064,7.9/10,,92/100,1 win & 3 nominations
7065,6.2/10,93%,,2 wins
7067,7.5/10,79%,83/100,Nominated for 2 Oscars. 12 wins & 5 nominations total
7069,7.4/10,86%,,Won 1 BAFTA Film Award3 wins & 2 nominations total
7070,7.8/10,100%,,Nominated for 2 Oscars. 4 wins & 5 nominations total
7071,8.1/10,90%,88/100,Nominated for 2 Oscars. 9 wins & 7 nominations total
7072,7.9/10,100%,93/100,Won 2 Oscars. 8 wins & 7 nominations total
7073,7.5/10,94%,70/100,Nominated for 1 BAFTA Film Award3 nominations total
7074,7.6/10,100%,,1 win & 1 nomination
7075,7.9/10,97%,,1 win & 1 nomination
7076,7.4/10,98%,81/100,Won 1 Oscar. 7 wins & 9 nominations total
7078,7.5/10,95%,,Won 2 Oscars. 5 wins & 4 nominations total
7079,7.8/10,94%,,Nominated for 2 Oscars. 2 nominations total
7080,7.4/10,96%,83/100,Nominated for 2 Oscars. 1 win & 2 nominations total
7082,6.6/10,78%,,Nominated for 3 Oscars. 6 wins & 5 nominations total
7083,7.1/10,90%,65/100,Nominated for 1 Oscar. 3 nominations total
7084,7.6/10,97%,77/100,2 wins & 3 nominations
7085,7.0/10,57%,,1 win & 1 nomination
7086,7.8/10,94%,,Won 1 Oscar. 3 wins & 5 nominations total
7087,7.3/10,77%,78/100,Won 2 Oscars. 22 wins & 27 nominations total
7088,7.5/10,87%,81/100,Won 1 Oscar. 4 wins & 3 nominations total
7089,7.9/10,87%,,Won 1 Oscar. 20 wins & 9 nominations total
7090,7.9/10,,85/100,Nominated for 1 Oscar. 46 wins & 48 nominations total
7091,7.6/10,97%,83/100,2 nominations
7092,7.0/10,93%,,3 wins
7093,7.3/10,63%,62/100,3 wins & 6 nominations
7096,8.0/10,99%,82/100,7 wins & 2 nominations
7099,8.1/10,89%,86/100,4 wins & 2 nominations
7101,6.3/10,67%,56/100,
7102,6.0/10,50%,62/100,
7103,5.5/10,0%,30/100,
7104,5.8/10,42%,34/100,Nominated for 3 Oscars. 6 nominations total
7107,6.8/10,74%,45/100,Nominated for 1 Oscar. 9 nominations total
7108,6.8/10,93%,,2 wins & 8 nominations
7109,6.4/10,68%,66/100,3 wins & 6 nominations
7114,7.5/10,100%,,Nominated for 3 Oscars. 5 wins & 11 nominations total
7115,7.6/10,93%,89/100,1 win & 2 nominations
7116,8.1/10,96%,,4 wins
7117,4.8/10,27%,17/100,1 win & 1 nomination
7118,7.3/10,100%,,
7121,7.5/10,96%,87/100,Nominated for 1 Oscar. 1 win & 4 nominations total
7122,7.5/10,89%,,1 win & 1 nomination
7123,7.0/10,69%,67/100,13 wins & 18 nominations
7124,7.2/10,74%,64/100,1 nomination
7125,7.5/10,88%,79/100,2 wins & 4 nominations
7127,6.2/10,0%,,
7131,6.9/10,83%,,2 wins & 3 nominations
7132,7.9/10,97%,,1 win
7134,6.7/10,77%,66/100,12 wins & 3 nominations
7137,6.9/10,77%,69/100,Nominated for 1 Oscar. 9 wins & 26 nominations total
7139,7.7/10,89%,76/100,Nominated for 3 Oscars. 26 wins & 66 nominations total
7141,8.2/10,90%,78/100,8 wins & 4 nominations
7142,5.4/10,21%,37/100,8 nominations
7143,7.7/10,66%,55/100,Nominated for 4 Oscars. 20 wins & 67 nominations total
7147,8.0/10,75%,58/100,Nominated for 1 Oscar. 69 nominations total
7149,6.7/10,72%,66/100,Nominated for 1 Oscar. 8 wins & 13 nominations total
7150,5.8/10,,62/100,2 nominations
7151,6.9/10,73%,72/100,Nominated for 3 Oscars. 17 wins & 46 nominations total
7153,8.9/10,93%,94/100,Won 11 Oscars. 209 wins & 124 nominations total
7154,6.5/10,34%,45/100,6 nominations
7155,6.9/10,74%,60/100,2 wins & 16 nominations
7156,8.1/10,96%,87/100,Won 1 Oscar. 14 wins & 16 nominations total
7158,7.5/10,74%,71/100,Nominated for 3 Oscars. 13 wins & 42 nominations total
7160,7.3/10,81%,74/100,Won 1 Oscar. 30 wins & 26 nominations total
7161,5.9/10,24%,46/100,2 wins & 7 nominations
7162,7.2/10,70%,73/100,Won 1 Oscar. 20 wins & 101 nominations total
7163,6.3/10,27%,43/100,3 wins & 2 nominations
7164,6.8/10,77%,64/100,3 wins & 13 nominations
7165,6.3/10,71%,73/100,2 nominations
7167,6.7/10,68%,73/100,20 wins & 13 nominations
7169,6.1/10,,46/100,5 nominations
7171,7.1/10,86%,71/100,2 wins & 4 nominations
7173,6.0/10,27%,44/100,1 win & 9 nominations
7175,4.1/10,22%,41/100,4 nominations
7176,7.5/10,88%,81/100,4 wins & 2 nominations
7177,7.4/10,96%,83/100,16 wins & 14 nominations
7178,6.4/10,39%,43/100,Won 2 Oscars. 7 wins & 3 nominations total
7179,6.7/10,25%,,1 nomination
7181,7.0/10,72%,,Won 2 Oscars. 5 wins & 13 nominations total
7184,7.0/10,64%,,2 nominations
7190,6.5/10,,,Won 1 Primetime Emmy. Another 3 nominations.
7191,5.5/10,19%,,
7192,6.6/10,8%,,
7193,6.4/10,28%,24/100,5 wins & 3 nominations
7202,5.8/10,55%,,1 win & 4 nominations
7205,6.8/10,63%,67/100,Nominated for 2 Oscars. 6 nominations total
7206,7.7/10,93%,,Won 1 Oscar. 7 wins & 4 nominations total
7208,6.8/10,64%,,Nominated for 3 Oscars. 3 nominations total
7209,7.4/10,100%,,Nominated for 1 Oscar. 2 wins & 3 nominations total
7211,7.4/10,88%,,1 nomination
7212,7.0/10,76%,,1 nomination
7215,7.8/10,97%,90/100,3 wins
7216,7.5/10,92%,,3 wins
7217,7.5/10,90%,,
7218,8.0/10,91%,,Nominated for 1 Oscar. 5 wins & 2 nominations total
7219,7.3/10,92%,,
7222,3.8/10,39%,70/100,
7223,7.3/10,88%,,1 win
7225,7.4/10,91%,72/100,1 win
7228,4.8/10,4%,28/100,2 nominations
7234,8.0/10,98%,,Won 1 Oscar. 12 wins & 5 nominations total
7235,7.0/10,64%,55/100,6 wins & 4 nominations
7236,6.5/10,76%,68/100,2 wins & 2 nominations
7238,7.8/10,96%,,Nominated for 2 BAFTA Film 1 win & 2 nominations total
7243,7.7/10,97%,99/100,2 wins
7245,4.7/10,,,
7247,6.9/10,69%,64/100,Nominated for 1 Oscar. 4 nominations total
7248,6.4/10,51%,58/100,
7251,6.6/10,80%,64/100,1 win & 2 nominations
7254,7.6/10,34%,30/100,1 win & 8 nominations
7255,5.6/10,55%,52/100,8 nominations
7256,8.0/10,94%,82/100,Won 1 BAFTA Film Award8 wins & 10 nominations total
7257,4.9/10,15%,42/100,
7258,5.7/10,16%,35/100,1 nomination
7259,3.9/10,,37/100,1 win & 5 nominations
7260,7.0/10,46%,45/100,3 wins
7261,5.7/10,69%,59/100,2 wins & 10 nominations
7262,5.2/10,13%,33/100,1 nomination
7263,7.5/10,81%,68/100,2 wins & 4 nominations
7264,6.5/10,62%,61/100,8 wins & 4 nominations
7265,7.2/10,60%,62/100,3 wins & 11 nominations
7266,6.9/10,53%,45/100,2 nominations
7282,1.5/10,,,
7285,6.8/10,81%,70/100,Nominated for 1 Oscar. 14 wins & 49 nominations total
7292,3.8/10,,29/100,1 nomination
7293,6.8/10,45%,48/100,6 wins & 10 nominations
7294,5.2/10,13%,33/100,
7297,7.3/10,91%,75/100,8 wins & 6 nominations
7299,7.3/10,85%,69/100,5 wins & 8 nominations
7301,7.9/10,95%,,Nominated for 1 BAFTA Film Award7 wins & 3 nominations total
7302,7.7/10,97%,,2 wins
7303,7.4/10,80%,59/100,Won 3 Oscars. 11 wins & 14 nominations total
7304,7.5/10,90%,,2 wins & 1 nomination
7305,6.4/10,50%,70/100,
7306,7.9/10,68%,64/100,20 wins & 8 nominations
7307,6.7/10,86%,56/100,2 wins & 1 nomination
7308,5.2/10,8%,29/100,2 nominations
7310,5.6/10,29%,44/100,
7311,7.9/10,83%,,Won 1 Oscar. 3 wins & 8 nominations total
7312,7.2/10,,,1 nomination
7315,5.3/10,12%,36/100,2 nominations
7316,4.7/10,14%,33/100,1 win
7317,6.6/10,,45/100,2 nominations
7318,7.2/10,49%,47/100,Nominated for 3 Oscars. 29 wins & 24 nominations total
7319,5.7/10,29%,45/100,
7320,6.0/10,23%,39/100,1 nomination
7321,5.3/10,1%,26/100,1 win
7323,7.7/10,90%,68/100,Nominated for 1 BAFTA Film Award36 wins & 23 nominations total
7324,6.7/10,46%,54/100,1 win & 2 nominations
7325,6.1/10,63%,55/100,3 wins & 10 nominations
7326,6.5/10,39%,49/100,2 nominations
7327,8.1/10,91%,86/100,Nominated for 1 BAFTA Film Award11 wins & 5 nominations total
7328,7.6/10,100%,,2 wins & 3 nominations
7333,7.9/10,90%,,
7335,7.7/10,92%,,Nominated for 1 Oscar. 2 wins & 3 nominations total
7336,7.4/10,88%,,Nominated for 1 Oscar. 5 wins & 12 nominations total
7340,6.5/10,50%,57/100,3 nominations
7344,6.8/10,,,
7345,4.6/10,14%,32/100,
7346,6.7/10,56%,47/100,2 wins & 4 nominations
7347,6.5/10,46%,46/100,3 nominations
7348,6.5/10,65%,60/100,
7349,7.4/10,93%,75/100,16 wins & 4 nominations
7352,6.8/10,84%,69/100,10 wins & 21 nominations
7354,6.2/10,77%,71/100,2 nominations
7357,7.2/10,63%,,Nominated for 9 Oscars. 2 wins & 17 nominations total
7360,7.3/10,76%,59/100,1 win & 17 nominations
7361,8.3/10,92%,89/100,Won 1 Oscar. 73 wins & 111 nominations total
7362,6.2/10,22%,38/100,4 nominations
7364,6.8/10,74%,64/100,9 wins & 12 nominations
7366,6.2/10,43%,43/100,2 wins & 8 nominations
7367,6.2/10,54%,56/100,6 wins & 4 nominations
7368,5.7/10,26%,38/100,1 nomination
7369,5.2/10,22%,34/100,1 win & 4 nominations
7371,8.0/10,69%,60/100,23 wins & 34 nominations
7372,6.5/10,55%,56/100,3 wins & 14 nominations
7373,6.8/10,81%,72/100,3 wins & 23 nominations
7375,5.9/10,28%,47/100,1 nomination
7376,6.2/10,26%,44/100,2 nominations
7377,7.0/10,34%,37/100,1 win & 2 nominations
7379,6.0/10,,47/100,1 nomination
7380,6.3/10,50%,53/100,1 nomination
7381,5.4/10,4%,24/100,1 win & 1 nomination
7382,7.4/10,90%,73/100,14 wins & 18 nominations
7386,7.9/10,86%,,Won 1 Oscar. 12 wins & 12 nominations total
7387,7.9/10,94%,71/100,2 wins & 2 nominations
7390,6.1/10,56%,48/100,
7394,7.0/10,80%,,Nominated for 1 Oscar. 1 win & 8 nominations total
7395,7.0/10,24%,,1 win
7396,8.4/10,91%,,3 wins
7411,4.0/10,,,
7414,7.1/10,82%,65/100,1 win & 1 nomination
7419,7.6/10,91%,90/100,Nominated for 1 BAFTA Film Award3 wins & 10 nominations total
7438,8.0/10,84%,83/100,23 wins & 84 nominations
7439,6.4/10,29%,33/100,1 win & 5 nominations
7440,7.3/10,72%,64/100,11 wins & 1 nomination
7443,6.4/10,90%,76/100,1 nomination
7444,6.2/10,65%,57/100,11 nominations
7445,7.7/10,39%,47/100,1 win & 7 nominations
7448,4.8/10,8%,31/100,3 nominations
7449,4.8/10,4%,24/100,
7450,5.9/10,18%,38/100,2 nominations
7451,7.0/10,84%,66/100,7 wins & 25 nominations
7454,6.1/10,,35/100,3 wins & 21 nominations
7455,7.1/10,77%,62/100,1 win & 2 nominations
7457,5.6/10,31%,46/100,1 win & 5 nominations
7458,7.3/10,54%,56/100,Nominated for 1 Oscar. 5 wins & 23 nominations total
7459,7.5/10,68%,71/100,16 wins & 33 nominations
7460,7.0/10,64%,65/100,2 wins & 10 nominations
7477,5.3/10,18%,,
7479,7.3/10,80%,,Won 1 Oscar. 6 wins & 3 nominations total
7481,6.9/10,60%,59/100,2 wins & 7 nominations
7482,7.7/10,95%,83/100,1 win
7486,7.7/10,82%,70/100,7 wins & 20 nominations
7487,6.3/10,64%,62/100,Nominated for 1 Oscar. 1 win & 5 nominations total
7492,7.1/10,91%,68/100,1 win
7493,7.2/10,94%,,Won 1 Oscar. 3 wins & 1 nomination total
7541,5.8/10,60%,,4 nominations
7560,8.0/10,93%,75/100,Nominated for 1 BAFTA Film Award3 nominations total
7561,6.7/10,100%,,4 wins & 1 nomination
7562,6.6/10,,,
7564,8.0/10,91%,,Nominated for 1 Oscar. 5 wins & 2 nominations total
7566,8.2/10,100%,,3 wins & 3 nominations.
7569,6.8/10,73%,61/100,Nominated for 1 BAFTA Film Award2 wins & 3 nominations total
7570,6.5/10,43%,63/100,2 wins & 3 nominations
7572,8.1/10,83%,,Won 3 Primetime Emmys. Another 10 wins & 21 nominations.
7573,6.1/10,70%,68/100,1 win & 3 nominations
7579,7.4/10,100%,84/100,Won 1 Oscar. 2 wins total
7581,7.1/10,83%,,
7584,7.2/10,86%,,Won 1 Oscar. 2 wins & 2 nominations total
7587,8.1/10,100%,,1 win & 3 nominations
7614,7.0/10,88%,74/100,Won 2 Oscars. 4 wins & 4 nominations total
7615,7.1/10,96%,67/100,2 wins & 2 nominations
7616,6.8/10,76%,69/100,1 win & 4 nominations
7618,7.5/10,60%,47/100,Nominated for 3 Oscars. 3 wins & 19 nominations total
7619,8.1/10,96%,83/100,Won 2 Oscars. 11 wins & 12 nominations total
7620,7.4/10,93%,,
7624,6.9/10,60%,65/100,3 nominations
7636,6.0/10,59%,42/100,5 nominations
7646,6.7/10,,,Nominated for 1 Primetime Emmy. 7 nominations total
7647,7.5/10,61%,65/100,1 nomination
7649,7.7/10,,,
7650,6.8/10,88%,,1 win & 2 nominations
7657,6.3/10,75%,,1 win
7669,8.8/10,,,Won 1 Primetime Emmy. 9 wins & 13 nominations total
7698,7.4/10,87%,81/100,Nominated for 4 Oscars. 8 wins & 16 nominations total
7700,8.2/10,100%,85/100,Won 1 BAFTA Film Award6 wins total
7701,4.7/10,13%,,3 nominations
7702,7.2/10,85%,,Won 1 Oscar. 5 wins & 8 nominations total
7704,5.6/10,17%,37/100,1 nomination
7705,7.0/10,85%,79/100,Nominated for 1 Oscar. 6 nominations total
7706,7.5/10,96%,77/100,2 nominations
7707,5.7/10,35%,,
7708,6.9/10,78%,77/100,
7713,7.3/10,91%,,1 win & 3 nominations
7714,6.5/10,41%,70/100,Won 3 Oscars. 7 wins & 6 nominations total
7716,6.2/10,48%,45/100,
7720,6.9/10,76%,,Nominated for 1 Oscar. 1 win & 2 nominations total
7727,5.5/10,33%,55/100,
7728,7.5/10,89%,84/100,1 nomination
7730,6.9/10,92%,,1 win
7742,6.8/10,89%,,1 win & 1 nomination
7743,6.5/10,,58/100,1 win & 5 nominations
7745,7.3/10,100%,,Nominated for 1 Oscar. 4 wins & 3 nominations total
7748,7.6/10,87%,,Nominated for 1 BAFTA Film Award2 wins & 2 nominations total
7749,7.1/10,93%,,1 win & 5 nominations
7753,7.5/10,71%,,Won 4 Primetime Emmys. Another 8 wins & 12 nominations.
7756,7.6/10,96%,,2 wins
7757,7.3/10,89%,,
7762,8.5/10,,,Nominated for 1 Primetime Emmy. 4 wins & 8 nominations total
7766,8.1/10,95%,,4 wins & 2 nominations
7767,8.5/10,94%,89/100,33 wins & 25 nominations
7772,6.5/10,,,
7773,7.8/10,,,7 wins & 1 nomination
7781,5.2/10,,65/100,1 nomination
7782,6.1/10,38%,45/100,
7786,7.9/10,75%,,Nominated for 1 Oscar. 8 wins & 1 nomination total
7789,6.9/10,77%,61/100,3 wins & 1 nomination
7792,7.1/10,90%,65/100,2 wins & 3 nominations
7802,7.6/10,87%,65/100,
7810,7.2/10,,,
7811,6.7/10,,,1 nomination.
7812,7.0/10,,,
7815,7.2/10,79%,67/100,1 win & 2 nominations
7820,8.1/10,87%,,Won 1 Oscar. 6 wins & 2 nominations total
7822,6.7/10,77%,,Nominated for 2 Oscars. 3 wins & 4 nominations total
7826,6.9/10,75%,,
7831,7.4/10,85%,,
7832,7.4/10,71%,,
7833,7.2/10,88%,,
7834,7.7/10,100%,,Nominated for 1 Oscar. 1 nomination total
7835,7.0/10,82%,,
7839,7.4/10,100%,,
7840,7.3/10,92%,,1 win
7841,7.4/10,,,Won 1 Primetime Emmy. 1 win & 8 nominations total
7842,7.0/10,,,Won 2 Primetime Emmys. 9 wins & 9 nominations total
7843,7.3/10,,,1 win & 1 nomination
7844,7.1/10,89%,,3 wins & 3 nominations
7845,6.0/10,50%,,2 nominations.
7846,5.3/10,80%,,1 win & 2 nominations.
7879,7.0/10,,66/100,
7882,6.6/10,83%,,
7883,7.1/10,85%,,3 nominations
7884,7.0/10,100%,,3 wins & 4 nominations
7888,7.2/10,92%,,2 nominations
7889,7.3/10,86%,53/100,Nominated for 2 BAFTA Film 4 nominations total
7891,6.8/10,81%,,1 nomination
7894,7.6/10,92%,77/100,1 win & 2 nominations
7895,7.5/10,78%,80/100,2 nominations
7896,7.5/10,94%,,Nominated for 1 BAFTA Film Award2 wins & 2 nominations total
7899,7.4/10,90%,57/100,
7900,6.7/10,70%,,1 nomination
7916,6.7/10,55%,,1 nomination
7920,7.1/10,70%,,
7924,7.9/10,95%,,4 wins
7925,8.1/10,97%,89/100,4 wins & 1 nomination
7926,8.4/10,95%,,3 wins & 3 nominations
7930,6.4/10,67%,57/100,2 wins & 8 nominations
7932,7.8/10,94%,75/100,7 wins & 6 nominations
7934,7.7/10,100%,,Nominated for 2 Oscars. 7 wins & 19 nominations total
7936,8.0/10,65%,,10 wins & 5 nominations
7937,7.9/10,88%,,3 wins & 2 nominations
7938,8.1/10,73%,,3 wins & 1 nomination
7939,8.0/10,100%,84/100,Won 1 Oscar. 3 wins & 5 nominations total
7940,7.6/10,100%,86/100,Nominated for 1 BAFTA Film Award3 wins & 2 nominations total
7943,7.8/10,100%,,Nominated for 4 Oscars. 3 wins & 4 nominations total
7944,7.6/10,73%,,Won 1 Oscar. 2 wins & 13 nominations total
7951,6.5/10,43%,40/100,7 wins & 5 nominations
7976,5.9/10,46%,,2 nominations
7979,8.0/10,96%,77/100,1 win & 2 nominations
7980,7.4/10,62%,63/100,Won 4 BAFTA Film 7 wins & 4 nominations total
7981,8.0/10,94%,75/100,24 wins & 26 nominations
7982,7.2/10,85%,65/100,23 wins & 2 nominations
7983,7.4/10,100%,82/100,Nominated for 2 Oscars. 3 wins & 4 nominations total
7984,6.7/10,78%,60/100,3 wins & 4 nominations
7986,5.4/10,,,1 nomination
7987,6.3/10,60%,55/100,1 win & 1 nomination
7988,5.4/10,15%,,1 nomination
7991,6.2/10,81%,58/100,
7993,6.7/10,71%,,
8008,6.8/10,86%,,Nominated for 3 Oscars. 1 win & 3 nominations total
8010,7.1/10,39%,40/100,1 win & 4 nominations
8011,7.5/10,92%,77/100,Nominated for 1 Oscar. 4 wins & 4 nominations total
8012,7.7/10,61%,44/100,4 wins & 4 nominations
8014,8.0/10,94%,85/100,15 wins & 8 nominations
8015,6.9/10,100%,,
8016,7.4/10,86%,55/100,1 win & 3 nominations
8019,6.7/10,81%,,6 wins & 2 nominations
8024,6.4/10,57%,46/100,
8025,7.7/10,88%,,Nominated for 1 Oscar. 15 wins & 13 nominations total
8033,7.6/10,100%,,1 nomination
8035,6.0/10,77%,42/100,1 win & 6 nominations
8042,7.2/10,96%,96/100,5 wins & 5 nominations
8043,6.5/10,29%,,1 win & 3 nominations
8044,8.2/10,96%,,Nominated for 3 Oscars. 3 wins & 3 nominations total
8045,6.7/10,100%,64/100,
8057,7.3/10,74%,,Won 1 Oscar. 3 wins & 7 nominations total
8092,5.4/10,44%,,4 nominations
8093,6.6/10,59%,50/100,9 wins & 4 nominations
8094,7.7/10,97%,,Nominated for 3 Oscars. 4 wins & 8 nominations total
8117,7.4/10,,,3 wins & 2 nominations
8118,4.9/10,11%,,
8119,7.1/10,75%,55/100,1 nomination
8121,7.4/10,68%,59/100,15 wins & 17 nominations
8125,8.1/10,98%,,Won 3 Oscars. 9 wins & 4 nominations total
8126,7.4/10,95%,,3 wins & 2 nominations
8128,8.0/10,97%,88/100,Nominated for 2 Oscars. 28 wins & 13 nominations total
8131,5.7/10,,,2 wins & 1 nomination
8132,6.5/10,31%,49/100,
8136,4.3/10,,,
8137,4.8/10,45%,,
8138,3.7/10,,,
8142,6.8/10,,49/100,2 wins
8143,7.3/10,82%,,1 nomination
8147,7.0/10,60%,50/100,Won 1 Oscar. 4 wins & 6 nominations total
8153,7.4/10,85%,,Won 1 Oscar. 4 wins & 6 nominations total
8154,8.0/10,96%,95/100,Won 1 Oscar. 11 wins & 12 nominations total
8157,7.4/10,55%,59/100,4 wins & 2 nominations
8158,6.8/10,71%,66/100,1 win & 5 nominations
8167,7.7/10,100%,89/100,Nominated for 5 Oscars. 5 nominations total
8169,6.7/10,63%,54/100,2 wins & 1 nomination
8183,7.2/10,80%,52/100,Nominated for 3 Oscars. 6 wins & 8 nominations total
8188,8.4/10,100%,96/100,2 wins & 1 nomination
8189,6.9/10,76%,,
8190,7.3/10,93%,68/100,Nominated for 2 Oscars. 6 nominations total
8191,7.5/10,38%,,Won 1 Oscar. 6 wins & 16 nominations total
